delay_ms,lfm_db,kaiser_db,fosm_db
-1.5833,-42.7762,-30.1644,-30.1115
-1.5417,-34.9543,-30.0087,-29.9540
-1.5000,-35.8740,-30.7886,-30.7251
-1.4583,-51.1871,-31.4418,-31.3691
-1.4167,-33.6346,-31.0024,-30.9301
-1.3750,-64.2921,-30.6521,-30.5803
-1.3333,-41.1472,-31.4323,-31.3506
-1.2917,-38.6927,-32.3212,-32.2268
-1.2500,-43.0637,-31.8880,-31.7951
-1.2083,-36.3852,-31.3858,-31.2961
-1.1667,-43.6594,-32.2359,-32.1343
-1.1250,-66.2974,-33.2982,-33.1801
-1.0833,-42.8759,-32.7351,-32.6221
-1.0417,-35.7514,-32.1473,-32.0401
-1.0000,-39.0185,-33.2235,-33.0996
-0.9583,-37.0590,-34.3416,-34.1975
-0.9167,-45.2593,-33.4254,-33.2939
-0.8750,-49.1552,-32.9315,-32.8058
-0.8333,-32.0628,-34.4640,-34.3116
-0.7917,-39.6080,-35.2866,-35.1167
-0.7500,-32.9154,-33.8289,-33.6841
-0.7083,-42.3364,-33.8868,-33.7396
-0.6667,-72.6358,-36.0030,-35.8128
-0.6250,-29.5811,-35.6807,-35.4963
-0.5833,-36.7390,-34.0209,-33.8677
-0.5417,-29.1796,-35.4649,-35.2814
-0.5000,-49.5258,-37.3196,-37.0916
-0.4583,-46.6034,-35.0359,-34.8616
-0.4167,-27.6805,-34.8427,-34.6706
-0.3750,-31.4592,-37.9857,-37.7345
-0.3333,-24.7656,-36.3296,-36.1223
-0.2917,-35.4946,-34.6313,-34.4616
-0.2500,-34.0499,-38.2334,-37.9732
-0.2083,-26.1944,-36.8158,-36.5954
-0.1667,-23.8489,-35.2689,-35.0869
-0.1250,-17.0488,-27.9636,-27.8846
-0.0833,-16.6002,-11.7065,-11.6967
-0.0417,-13.8015,-2.7919,-2.7905
0.0000,0.0000,0.0000,0.0000
0.0417,-13.8015,-2.7919,-2.7905
0.0833,-16.6002,-11.7065,-11.6967
0.1250,-17.0488,-27.9636,-27.8846
0.1667,-23.8489,-35.2689,-35.0869
0.2083,-26.1944,-36.8158,-36.5954
0.2500,-34.0499,-38.2334,-37.9732
0.2917,-35.4946,-34.6313,-34.4616
0.3333,-24.7656,-36.3296,-36.1223
0.3750,-31.4592,-37.9857,-37.7345
0.4167,-27.6805,-34.8427,-34.6706
0.4583,-46.6034,-35.0359,-34.8616
0.5000,-49.5258,-37.3196,-37.0916
0.5417,-29.1796,-35.4649,-35.2814
0.5833,-36.7390,-34.0209,-33.8677
0.6250,-29.5811,-35.6807,-35.4963
0.6667,-72.6358,-36.0030,-35.8128
0.7083,-42.3364,-33.8868,-33.7396
0.7500,-32.9154,-33.8289,-33.6841
0.7917,-39.6080,-35.2866,-35.1167
0.8333,-32.0628,-34.4640,-34.3116
0.8750,-49.1552,-32.9315,-32.8058
0.9167,-45.2593,-33.4254,-33.2939
0.9583,-37.0590,-34.3416,-34.1975
1.0000,-39.0185,-33.2235,-33.0996
1.0417,-35.7514,-32.1473,-32.0401
1.0833,-42.8759,-32.7351,-32.6221
1.1250,-66.2974,-33.2982,-33.1801
1.1667,-43.6594,-32.2359,-32.1343
1.2083,-36.3852,-31.3858,-31.2961
1.2500,-43.0637,-31.8880,-31.7951
1.2917,-38.6927,-32.3212,-32.2268
1.3333,-41.1472,-31.4323,-31.3506
1.3750,-64.2921,-30.6521,-30.5803
1.4167,-33.6346,-31.0024,-30.9301
1.4583,-51.1871,-31.4418,-31.3691
1.5000,-35.8740,-30.7886,-30.7251
1.5417,-34.9543,-30.0087,-29.9540
1.5833,-42.7762,-30.1644,-30.1115
1.6250,-31.6693,-30.6514,-30.5989
1.6667,-38.2939,-30.2970,-30.2509
1.7083,-34.3994,-29.5312,-29.4927
1.7500,-31.8276,-29.4542,-29.4192
1.7917,-38.1341,-29.9431,-29.9097
1.8333,-30.9441,-29.9377,-29.9090
1.8750,-34.2300,-29.2849,-29.2627
1.9167,-34.5562,-28.9674,-28.9496
1.9583,-30.7408,-29.3448,-29.3299
2.0000,-36.7361,-29.6709,-29.6601
2.0417,-32.0630,-29.3002,-29.2950
2.0833,-33.1192,-28.8171,-28.8167
2.1250,-37.2662,-28.9521,-28.9555
2.1667,-31.9970,-29.4686,-29.4767
2.2083,-38.0969,-29.5417,-29.5554
2.2500,-36.8216,-29.1034,-29.1217
2.2917,-34.9931,-28.9396,-28.9621
2.3333,-47.4372,-29.3963,-29.4246
2.3750,-37.9946,-29.9181,-29.9534
2.4167,-44.9447,-29.8516,-29.8925
2.4583,-56.6955,-29.5266,-29.5713
2.5000,-44.4679,-29.6914,-29.7417
2.5417,-43.0450,-30.4056,-30.4655
2.5833,-44.6695,-30.9610,-31.0311
2.6250,-46.8789,-30.8904,-30.9663
2.6667,-35.4323,-30.7600,-30.8402
2.7083,-39.8243,-31.2718,-31.3619
2.7500,-36.0596,-32.3163,-32.4239
2.7917,-33.0349,-33.0570,-33.1815
2.8333,-36.7148,-33.1065,-33.2386
2.8750,-32.4140,-33.2368,-33.3765
2.9167,-32.8202,-34.2457,-34.4079
2.9583,-35.0534,-35.9816,-36.1864
3.0000,-31.5579,-37.3401,-37.5883
3.0417,-34.4425,-37.7372,-38.0050
3.0833,-35.0980,-38.3483,-38.6415
3.1250,-33.0740,-40.6417,-41.0297
3.1667,-38.9035,-45.2774,-45.9576
3.2083,-37.6173,-51.2589,-52.6904
3.2500,-38.3046,-55.4659,-57.9479
3.2917,-58.3474,-65.0686,-77.0346
3.3333,-46.4671,-52.8099,-51.3723
3.3750,-58.5793,-44.0833,-43.5361
3.4167,-40.4247,-40.6181,-40.2515
3.4583,-45.1144,-39.4360,-39.1207
3.5000,-36.9357,-38.6415,-38.3621
3.5417,-34.7800,-37.0115,-36.7890
3.5833,-36.7975,-34.9942,-34.8256
3.6250,-32.6875,-33.5645,-33.4280
3.6667,-33.0884,-32.9729,-32.8519
3.7083,-34.6060,-32.7473,-32.6372
3.7500,-31.9816,-32.2147,-32.1203
3.7917,-34.2691,-31.2644,-31.1888
3.8333,-35.9621,-30.3955,-30.3349
3.8750,-34.3549,-30.0078,-29.9572
3.9167,-40.2100,-30.0201,-29.9775
3.9583,-43.4406,-30.0021,-29.9689
4.0000,-43.2457,-29.6506,-29.6282
4.0417,-47.8242,-29.1510,-29.1387
4.0833,-44.7002,-28.9064,-28.9024
4.1250,-42.7121,-29.0768,-29.0809
4.1667,-35.1904,-29.4460,-29.4595
4.2083,-35.5974,-29.6411,-29.6651
4.2500,-34.9945,-29.5608,-29.5946
4.2917,-32.0889,-29.5072,-29.5497
4.3333,-33.7842,-29.8286,-29.8811
4.3750,-34.0628,-30.5756,-30.6418
4.4167,-32.8426,-31.4485,-31.5323
4.4583,-36.6478,-32.0742,-32.1757
4.5000,-38.4469,-32.4683,-32.5851
4.5417,-38.8318,-33.0871,-33.2216
4.5833,-59.5344,-34.3976,-34.5627
4.6250,-52.0972,-36.5310,-36.7525
4.6667,-47.2529,-39.1501,-39.4642
4.7083,-36.8042,-41.6777,-42.1158
4.7500,-35.7034,-44.3341,-44.9472
4.7917,-35.5376,-49.6716,-50.8453
4.8333,-32.4521,-62.2680,-58.5512
4.8750,-33.1246,-45.2218,-44.6024
4.9167,-34.5475,-40.3570,-40.0047
4.9583,-33.3450,-38.0836,-37.8190
5.0000,-36.1573,-36.6843,-36.4689
5.0417,-41.3498,-35.2565,-35.0857
5.0833,-41.9477,-33.6177,-33.4880
5.1250,-75.7824,-32.1148,-32.0163
5.1667,-41.4432,-31.0827,-31.0051
5.2083,-40.6624,-30.5654,-30.5025
5.2500,-35.9420,-30.3371,-30.2872
5.2917,-33.1341,-30.0792,-30.0430
5.3333,-34.1814,-29.6445,-29.6224
5.3750,-33.3638,-29.1755,-29.1664
5.4167,-32.7755,-28.9320,-28.9340
5.4583,-36.1116,-29.0552,-29.0681
5.5000,-38.3039,-29.4741,-29.4994
5.5417,-40.1702,-29.9622,-30.0020
5.5833,-68.2032,-30.3267,-30.3816
5.6250,-43.7258,-30.6100,-30.6796
5.6667,-41.0203,-31.0769,-31.1622
5.7083,-35.2110,-32.0121,-32.1184
5.7500,-33.3296,-33.5490,-33.6883
5.7917,-34.1889,-35.6068,-35.7983
5.8333,-33.1171,-37.9533,-38.2220
5.8750,-33.3757,-40.5343,-40.9148
5.9167,-37.3986,-44.1549,-44.7524
5.9583,-40.2413,-52.9938,-54.7597
6.0000,-45.0024,-51.3780,-50.1618
6.0417,-46.0494,-41.8976,-41.4810
6.0833,-39.1615,-37.8256,-37.5721
6.1250,-37.4042,-35.6107,-35.4239
6.1667,-33.7157,-34.2164,-34.0692
6.2083,-32.6204,-33.0575,-32.9425
6.2500,-34.1670,-31.8807,-31.7947
6.2917,-34.4037,-30.7487,-30.6872
6.3333,-35.6844,-29.8618,-29.8193
6.3750,-43.4190,-29.3596,-29.3320
6.4167,-74.9814,-29.2367,-29.2224
6.4583,-47.5800,-29.3563,-29.3559
6.5000,-37.3397,-29.5332,-29.5480
6.5417,-34.0819,-29.6643,-29.6947
6.5833,-34.1913,-29.8155,-29.8611
6.6250,-33.3238,-30.1792,-30.2407
6.6667,-33.1746,-30.9549,-31.0356
6.7083,-36.7432,-32.2583,-32.3663
6.7500,-42.0234,-34.0928,-34.2426
6.7917,-49.0001,-36.3866,-36.6007
6.8333,-44.4382,-39.1622,-39.4783
6.8750,-36.4905,-42.9987,-43.5147
6.9167,-35.1940,-51.0821,-52.4679
6.9583,-33.8059,-52.8918,-51.4646
7.0000,-32.5585,-41.9670,-41.5517
7.0417,-34.3997,-37.2672,-37.0356
7.0833,-38.4267,-34.5659,-34.4078
7.1250,-42.3113,-32.9277,-32.8096
7.1667,-68.0732,-31.8689,-31.7789
7.2083,-39.0041,-31.0608,-30.9947
7.2500,-35.7521,-30.3267,-30.2825
7.2917,-34.5245,-29.6608,-29.6363
7.3333,-32.8204,-29.1742,-29.1666
7.3750,-33.3336,-28.9947,-29.0022
7.4167,-37.0980,-29.1935,-29.2162
7.4583,-42.0022,-29.7587,-29.7988
7.5000,-55.1291,-30.6072,-30.6686
7.5417,-41.0188,-31.6360,-31.7235
7.5833,-35.3211,-32.8131,-32.9321
7.6250,-34.3208,-34.2766,-34.4357
7.6667,-33.5119,-36.4144,-36.6350
7.7083,-33.2670,-40.0786,-40.4328
7.7500,-36.4349,-48.3567,-49.3246
7.7917,-44.9221,-51.5729,-50.3436
7.8333,-60.7760,-41.1241,-40.7460
7.8750,-41.0781,-36.9972,-36.7723
7.9167,-34.7155,-34.6166,-34.4595
7.9583,-33.1179,-32.9857,-32.8719
8.0000,-33.8913,-31.6995,-31.6191
8.0417,-34.7619,-30.6180,-30.5651
8.0833,-37.3954,-29.7571,-29.7267
8.1250,-51.1507,-29.1966,-29.1848
8.1667,-42.5470,-29.0096,-29.0145
8.2083,-37.5016,-29.2265,-29.2484
8.2500,-34.4338,-29.8284,-29.8697
8.2917,-32.6350,-30.7605,-30.8257
8.3333,-33.7755,-31.9702,-32.0658
8.3750,-37.9720,-33.4759,-33.6108
8.4167,-45.0509,-35.4663,-35.6569
8.4583,-51.8752,-38.4847,-38.7752
8.5000,-37.4574,-44.2465,-44.8376
8.5417,-33.6883,-67.9701,-61.9195
8.5833,-33.5023,-42.7542,-42.3018
8.6250,-34.3361,-37.1392,-36.9137
8.6667,-36.1422,-34.1193,-33.9743
8.7083,-43.8729,-32.2843,-32.1827
8.7500,-44.9974,-31.1168,-31.0455
8.7917,-37.2064,-30.3403,-30.2940
8.8333,-34.7149,-29.8029,-29.7793
8.8750,-33.1581,-29.4555,-29.4529
8.9167,-33.5687,-29.3328,-29.3498
8.9583,-37.9704,-29.5221,-29.5586
9.0000,-53.4560,-30.1353,-30.1933
9.0417,-44.0602,-31.2970,-31.3823
9.0833,-36.8089,-33.1657,-33.2921
9.1250,-33.2390,-36.0231,-36.2224
9.1667,-32.8737,-40.6166,-40.9864
9.2083,-35.6506,-50.7486,-52.0496
9.2500,-41.5701,-49.7312,-48.7190
9.2917,-79.7620,-40.7166,-40.3601
9.3333,-39.4633,-36.4591,-36.2582
9.3750,-33.9623,-33.6736,-33.5476
9.4167,-32.9454,-31.6938,-31.6134
9.4583,-34.5880,-30.3123,-30.2633
9.5000,-38.0340,-29.4553,-29.4300
9.5417,-47.7685,-29.0889,-29.0838
9.5833,-42.2682,-29.1879,-29.2025
9.6250,-34.8338,-29.7294,-29.7656
9.6667,-33.2375,-30.7001,-30.7628
9.7083,-34.1188,-32.1211,-32.2188
9.7500,-36.5688,-34.1049,-34.2531
9.7917,-43.9414,-36.9978,-37.2313
9.8333,-44.4017,-41.9204,-42.3629
9.8750,-35.4209,-57.3534,-60.4167
9.9167,-33.4332,-44.8016,-44.2321
9.9583,-33.9588,-37.7125,-37.4757
10.0000,-36.1560,-34.0077,-33.8719
10.0417,-43.2607,-31.7195,-31.6342
10.0833,-44.7611,-30.3075,-30.2542
10.1250,-35.4427,-29.5379,-29.5091
10.1667,-33.3918,-29.2808,-29.2738
10.2083,-34.0088,-29.4547,-29.4697
10.2500,-36.5650,-30.0154,-30.0548
10.2917,-44.8805,-30.9668,-31.0353
10.3333,-43.0885,-32.3929,-32.4989
10.3750,-34.8933,-34.5283,-34.6896
10.4167,-33.1506,-37.9858,-38.2527
10.4583,-34.3166,-45.0606,-45.7026
10.5000,-37.9984,-53.6360,-52.1295
10.5417,-51.2346,-40.0197,-39.7021
10.5833,-40.3374,-35.1144,-34.9517
10.6250,-34.0430,-32.3259,-32.2271
10.6667,-32.9213,-30.6397,-30.5786
10.7083,-35.1059,-29.6964,-29.6626
10.7500,-41.3993,-29.3249,-29.3145
10.7917,-53.4079,-29.4351,-29.4479
10.8333,-37.5046,-29.9892,-30.0275
10.8750,-33.3066,-31.0053,-31.0743
10.9167,-33.0883,-32.5893,-32.6990
10.9583,-36.9023,-35.0274,-35.2005
11.0000,-52.2303,-39.1254,-39.4331
11.0417,-41.1482,-48.7977,-49.8072
11.0833,-35.1481,-47.3521,-46.5973
11.1250,-33.1552,-38.2060,-37.9562
11.1667,-34.3049,-34.0469,-33.9128
11.2083,-41.2416,-31.5853,-31.5057
11.2500,-45.6283,-30.1045,-30.0591
11.2917,-35.8698,-29.3398,-29.3204
11.3333,-33.6314,-29.1765,-29.1805
11.3750,-34.1841,-29.5742,-29.6026
11.4167,-38.0729,-30.5526,-30.6103
11.4583,-71.0807,-32.2158,-32.3137
11.5000,-37.5613,-34.8461,-35.0092
11.5417,-33.2624,-39.2814,-39.5899
11.5833,-33.4545,-50.0580,-51.2355
11.6250,-37.6001,-46.4850,-45.7948
11.6667,-55.9676,-38.0935,-37.8456
11.7083,-39.8259,-34.1360,-34.0017
11.7500,-34.2555,-31.7367,-31.6590
11.7917,-33.0609,-30.2430,-30.2021
11.8333,-35.8528,-29.4275,-29.4148
11.8750,-50.5725,-29.2142,-29.2264
11.9167,-39.1705,-29.6099,-29.6476
11.9583,-34.1005,-30.7010,-30.7692
12.0000,-33.6097,-32.7059,-32.8188
12.0417,-36.4259,-36.1912,-36.3905
12.0833,-47.9228,-43.3186,-43.8202
12.1250,-40.4951,-53.1651,-51.7459
12.1667,-33.9273,-39.2587,-38.9677
12.2083,-32.9483,-34.5778,-34.4268
12.2500,-36.4709,-32.0202,-31.9303
12.2917,-56.8400,-30.5359,-30.4849
12.3333,-38.5604,-29.7717,-29.7512
12.3750,-34.0608,-29.5911,-29.5984
12.4167,-33.7728,-29.9671,-30.0031
12.4583,-37.3274,-30.9652,-31.0347
12.5000,-61.3233,-32.7854,-32.9008
12.5417,-37.5907,-35.9480,-36.1456
12.5833,-33.1439,-42.3072,-42.7580
12.6250,-33.6126,-57.2873,-55.1155
12.6667,-39.7624,-39.5601,-39.2673
12.7083,-47.3596,-34.3899,-34.2509
12.7500,-35.7935,-31.5952,-31.5186
12.7917,-33.4832,-30.0082,-29.9691
12.8333,-35.0193,-29.2664,-29.2559
12.8750,-43.0189,-29.2462,-29.2620
12.9167,-42.8491,-29.9489,-29.9934
12.9583,-34.3913,-31.5023,-31.5846
13.0000,-32.9543,-34.2795,-34.4251
13.0417,-36.3726,-39.4938,-39.8003
13.0833,-64.5098,-58.6502,-62.1382
13.1250,-37.1582,-41.7053,-41.3172
13.1667,-33.3971,-35.4753,-35.3041
13.2083,-34.3663,-32.3756,-32.2795
13.2500,-41.1985,-30.6418,-30.5893
13.2917,-45.4570,-29.7839,-29.7644
13.3333,-35.2518,-29.6301,-29.6404
13.3750,-33.2339,-30.1545,-30.1959
13.4167,-35.8349,-31.4565,-31.5363
13.4583,-52.7941,-33.8461,-33.9845
13.5000,-37.6071,-38.2650,-38.5327
13.5417,-33.0896,-50.3725,-51.5659
13.5833,-34.0322,-43.6933,-43.2094
13.6250,-42.2572,-36.0733,-35.8938
13.6667,-42.1029,-32.4965,-32.4037
13.7083,-34.3896,-30.5070,-30.4605
13.7500,-33.5903,-29.5153,-29.5020
13.7917,-37.8096,-29.3326,-29.3481
13.8333,-57.9506,-29.9459,-29.9919
13.8750,-36.4769,-31.5034,-31.5887
13.9167,-33.2742,-34.4680,-34.6206
13.9583,-35.1075,-40.5100,-40.8574
14.0000,-47.7160,-60.3555,-57.4684
14.0417,-38.4641,-38.9481,-38.6800
14.0833,-33.1964,-33.7349,-33.6100
14.1250,-33.9436,-31.0804,-31.0135
14.1667,-42.6041,-29.7232,-29.6930
14.2083,-40.8118,-29.2955,-29.2953
14.2500,-33.7932,-29.7034,-29.7335
14.2917,-33.7001,-31.0291,-31.0965
14.3333,-40.0012,-33.6165,-33.7429
14.3750,-44.9357,-38.6290,-38.8990
14.4167,-34.8333,-56.3109,-58.8074
14.4583,-33.5618,-41.1827,-40.8228
14.5000,-37.8997,-34.8485,-34.6957
14.5417,-52.2713,-31.8008,-31.7196
14.5833,-35.6261,-30.2194,-30.1806
14.6250,-33.2260,-29.6260,-29.6205
14.6667,-36.5079,-29.8874,-29.9143
14.7083,-64.5756,-31.0616,-31.1268
14.7500,-35.8556,-33.4575,-33.5807
14.7917,-32.9430,-38.1106,-38.3653
14.8333,-36.0007,-52.4117,-53.9244
14.8750,-73.8270,-42.0496,-41.6543
14.9167,-35.8261,-35.1674,-35.0119
14.9583,-32.9375,-31.9417,-31.8632
15.0000,-36.1570,-30.2774,-30.2432
15.0417,-65.1405,-29.6570,-29.6571
15.0833,-35.8296,-29.9461,-29.9795
15.1250,-33.1423,-31.2256,-31.2990
15.1667,-36.6057,-33.8820,-34.0188
15.2083,-58.9092,-39.3120,-39.6116
15.2500,-35.8037,-73.3466,-75.7299
15.2917,-33.3501,-39.5815,-39.2966
15.3333,-37.1418,-33.9110,-33.7895
15.3750,-53.7880,-31.1436,-31.0851
15.4167,-35.5253,-29.8070,-29.7881
15.4583,-33.4475,-29.5128,-29.5270
15.5000,-37.8820,-30.2029,-30.2517
15.5417,-48.6897,-32.0750,-32.1704
15.5833,-34.9192,-35.8620,-36.0480
15.6250,-33.5199,-45.2790,-45.8942
15.6667,-39.2243,-44.6023,-44.0839
15.7083,-44.0531,-35.5901,-35.4291
15.7500,-34.1416,-31.8677,-31.7917
15.7917,-33.7782,-30.0301,-29.9991
15.8333,-41.8908,-29.3917,-29.3948
15.8750,-40.2298,-29.7896,-29.8261
15.9167,-33.4398,-31.3423,-31.4208
15.9583,-34.4786,-34.6124,-34.7648
16.0000,-48.0620,-42.0800,-42.4928
16.0417,-37.2617,-48.3485,-47.5584
16.0833,-33.0363,-36.4181,-36.2361
16.1250,-35.9515,-32.1767,-32.0932
16.1667,-58.3170,-30.1194,-30.0838
16.2083,-35.0841,-29.3658,-29.3653
16.2500,-33.1253,-29.7040,-29.7371
16.2917,-38.8384,-31.2382,-31.3131
16.3333,-42.9801,-34.5417,-34.6902
16.3750,-33.6517,-42.2285,-42.6439
16.4167,-33.9487,-47.4157,-46.7102
16.4583,-45.3695,-36.0543,-35.8825
16.5000,-37.6597,-31.9391,-31.8605
16.5417,-32.9923,-29.9842,-29.9525
16.5833,-35.9582,-29.3514,-29.3546
16.6250,-54.6282,-29.8576,-29.8955
16.6667,-34.7303,-31.6641,-31.7476
16.7083,-33.2552,-35.5389,-35.7110
16.7500,-40.4202,-45.7718,-46.4080
16.7917,-40.3805,-42.9636,-42.5440
16.8333,-33.2469,-34.6758,-34.5383
16.8750,-34.8316,-31.2408,-31.1781
16.9167,-58.0609,-29.6882,-29.6680
16.9583,-35.6174,-29.4157,-29.4302
17.0000,-33.0806,-30.3481,-30.4001
17.0417,-38.8742,-32.8101,-32.9181
17.0833,-42.0713,-38.1965,-38.4441
17.1250,-33.4489,-83.8616,-70.5014
17.1667,-34.5656,-38.2725,-38.0410
17.2083,-53.7587,-32.8350,-32.7397
17.2500,-35.8479,-30.3646,-30.3246
17.2917,-33.1390,-29.4550,-29.4530
17.3333,-39.0857,-29.7962,-29.8300
17.3750,-41.6092,-31.5068,-31.5862
17.4167,-33.4393,-35.3443,-35.5107
17.4583,-35.0151,-45.6766,-46.3018
17.5000,-67.3969,-42.5937,-42.1966
17.5417,-35.3007,-34.4317,-34.3030
17.5833,-33.4596,-31.1048,-31.0491
17.6250,-41.3980,-29.7038,-29.6908
17.6667,-39.2340,-29.6596,-29.6829
17.7083,-33.3164,-30.9636,-31.0294
17.7500,-36.5306,-34.1500,-34.2874
17.7917,-48.4524,-41.8660,-42.2594
17.8333,-34.2511,-46.6593,-46.0212
17.8750,-34.3410,-35.5706,-35.4162
17.9167,-49.7316,-31.6452,-31.5794
17.9583,-36.2578,-29.9632,-29.9443
18.0000,-33.4046,-29.7442,-29.7633
18.0417,-40.3412,-30.9164,-30.9782
18.0833,-39.7936,-33.9674,-34.0993
18.1250,-33.2860,-41.3602,-41.7295
18.1667,-36.4975,-47.4831,-46.7799
18.2083,-47.1106,-35.7393,-35.5801
18.2500,-33.8774,-31.7388,-31.6715
18.2917,-34.4006,-30.0665,-30.0473
18.3333,-55.4917,-29.9146,-29.9346
18.3750,-35.2685,-31.2348,-31.3000
18.4167,-33.3282,-34.6292,-34.7732
18.4583,-42.5487,-43.4768,-43.9523
18.5000,-37.6877,-44.0725,-43.5971
18.5417,-33.0321,-34.7820,-34.6443
18.5833,-38.2285,-31.2818,-31.2233
18.6250,-41.5478,-29.9216,-29.9085
18.6667,-33.3275,-30.0839,-30.1106
18.7083,-36.0701,-31.8477,-31.9245
18.7500,-48.0111,-36.1688,-36.3477
18.7917,-33.9730,-50.8117,-51.9600
18.8333,-34.8755,-39.7015,-39.4224
18.8750,-73.0507,-33.1734,-33.0697
18.9167,-34.7419,-30.4725,-30.4305
18.9583,-34.0741,-29.6351,-29.6343
19.0000,-50.0916,-30.3204,-30.3602
19.0417,-35.6146,-32.8379,-32.9364
19.0833,-33.4565,-38.9967,-39.2572
19.1250,-43.8601,-52.6060,-51.3998
19.1667,-36.8027,-36.1404,-35.9716
19.2083,-33.1012,-31.6142,-31.5450
19.2500,-40.5186,-29.7668,-29.7462
19.2917,-38.4339,-29.5882,-29.6063
19.3333,-33.0908,-31.0172,-31.0799
19.3750,-38.7198,-34.7825,-34.9270
19.4167,-40.1976,-45.7201,-46.3211
19.4583,-33.2662,-41.1413,-40.8206
19.5000,-37.8249,-33.4959,-33.3921
19.5417,-41.5455,-30.5294,-30.4908
19.5833,-33.3354,-29.6177,-29.6213
19.6250,-37.1755,-30.3375,-30.3826
19.6667,-42.5733,-33.0224,-33.1294
19.7083,-33.2685,-39.7956,-40.0890
19.7500,-36.4983,-48.7385,-47.9550
19.7917,-43.8745,-35.4915,-35.3445
19.8333,-33.3127,-31.4472,-31.3904
19.8750,-36.0879,-29.9826,-29.9739
19.9167,-45.1141,-30.2819,-30.3155
19.9583,-33.5013,-32.4964,-32.5869
20.0000,-36.1571,-38.2083,-38.4437
20.0417,-45.0560,-56.2602,-54.4801
20.0833,-33.5315,-36.3988,-36.2253
20.1250,-36.3923,-31.7354,-31.6674
20.1667,-44.0160,-29.9745,-29.9572
20.2083,-33.3304,-30.0542,-30.0785
20.2500,-36.4997,-32.0326,-32.1098
20.2917,-43.1893,-37.2685,-37.4687
20.3333,-33.2286,-67.8641,-62.5473
20.3750,-36.8474,-36.7429,-36.5636
20.4167,-42.2217,-31.7092,-31.6408
20.4583,-33.2893,-29.7852,-29.7673
20.5000,-37.8125,-29.7441,-29.7668
20.5417,-40.4798,-31.5795,-31.6524
20.5833,-33.2106,-36.4790,-36.6612
20.6250,-39.0857,-62.9915,-68.6567
20.6667,-38.7338,-37.2930,-37.1048
20.7083,-33.0762,-31.9688,-31.9010
20.7500,-40.5709,-30.0051,-29.9900
20.7917,-37.4841,-30.0260,-30.0534
20.8333,-33.2646,-32.0475,-32.1292
20.8750,-43.4498,-37.5230,-37.7355
20.9167,-36.2238,-59.1089,-56.7648
20.9583,-33.6748,-36.3383,-36.1721
21.0000,-49.7871,-31.6550,-31.5938
21.0417,-34.9043,-30.0423,-30.0321
21.0833,-34.1299,-30.4366,-30.4708
21.1250,-73.4765,-33.0760,-33.1735
21.1667,-34.0403,-40.4859,-40.7891
21.2083,-35.0944,-45.2659,-44.7528
21.2500,-47.7233,-34.2624,-34.1426
21.2917,-33.5262,-30.6738,-30.6300
21.3333,-36.9170,-29.6302,-29.6313
21.3750,-41.1477,-30.5412,-30.5869
21.4167,-33.1251,-33.9500,-34.0688
21.4583,-39.5819,-44.2622,-44.7421
21.5000,-37.7238,-40.8145,-40.5212
21.5417,-33.2491,-33.0406,-32.9526
21.5833,-44.7916,-30.3129,-30.2874
21.6250,-35.5443,-29.9151,-29.9336
21.6667,-34.0769,-31.6217,-31.6920
21.7083,-75.1255,-36.6691,-36.8536
21.7500,-33.9351,-75.6890,-65.9913
21.7917,-35.5018,-36.5238,-36.3561
21.8333,-44.3494,-31.6246,-31.5656
21.8750,-33.2222,-30.0417,-30.0342
21.9167,-38.4148,-30.6324,-30.6709
21.9583,-38.5036,-33.7890,-33.8986
22.0000,-33.3143,-43.5913,-44.0269
22.0417,-45.1639,-40.9946,-40.6931
22.0833,-35.2321,-32.9359,-32.8467
22.1250,-34.1376,-30.1450,-30.1181
22.1667,-56.8132,-29.7552,-29.7721
22.2083,-33.6785,-31.5483,-31.6168
22.2500,-36.5186,-36.8996,-37.0860
22.2917,-40.9665,-58.9286,-56.7262
22.3333,-33.1737,-35.8367,-35.6919
22.3750,-41.7998,-31.3160,-31.2680
22.4167,-36.0544,-30.0196,-30.0215
22.4583,-33.7831,-30.9968,-31.0471
22.5000,-77.6589,-34.9469,-35.0840
22.5417,-33.8837,-50.0885,-51.0572
22.5833,-36.2574,-38.0674,-37.8608
22.6250,-41.1965,-31.9960,-31.9279
22.6667,-33.1221,-29.9956,-29.9826
22.7083,-42.0423,-30.3545,-30.3869
22.7500,-35.8340,-33.3316,-33.4307
22.7917,-34.0337,-42.6734,-43.0530
22.8333,-56.5133,-41.1834,-40.8856
22.8750,-33.5813,-32.8918,-32.8091
22.9167,-37.2670,-30.1838,-30.1632
22.9583,-39.0786,-30.0366,-30.0612
23.0000,-33.2148,-32.3613,-32.4447
23.0417,-46.6417,-39.4622,-39.7222
23.0833,-34.6972,-45.2743,-44.7823
23.1250,-35.0962,-33.9676,-33.8640
23.1667,-44.2199,-30.6595,-30.6294
23.2083,-33.1440,-30.2140,-30.2315
23.2500,-40.6532,-32.3219,-32.3973
23.2917,-36.1728,-39.1289,-39.3683
23.3333,-34.0143,-45.7069,-45.1979
23.3750,-54.1634,-33.8704,-33.7671
23.4167,-33.4371,-30.4105,-30.3797
23.4583,-38.1061,-29.8267,-29.8419
23.5000,-37.7465,-31.7178,-31.7869
23.5417,-33.5007,-37.8032,-38.0079
23.5833,-59.1774,-49.1905,-48.4390
23.6250,-33.8204,-34.5623,-34.4504
